Id,Sales
1,3947.3920464779294
2,7203.56173359598
3,9058.286731553535
4,7366.881192777643
5,7745.838247103022
6,5874.349898854468
7,7246.754317411184
8,7536.177918181364
9,4638.3569391788815
10,5916.834899532162
11,6855.394753696465
12,8157.194956076258
13,7569.423178301793
14,8869.326873437021
15,5550.776149046232
16,4825.988103222552
17,5096.709225445846
18,9861.502528209827
19,11250.568830686481
20,10516.055458395835
21,8373.44023359146
22,4786.926429171691
23,5989.591267769973
24,4569.183987123635
25,8096.992290686008
26,11538.993675397616
27,8546.277557583866
28,5949.418673391889
29,5009.752908426032
30,3932.847195100018
31,5569.153853122953
32,10535.074293074227
33,6536.812341685489
34,5171.155028255448
35,4955.860318003685
36,7579.089194915638
37,3639.1167600497915
38,7464.736214181749
39,4085.8550254906904
40,6993.15717957452
41,6178.011991838425
42,5198.561130919985
43,7630.147553358924
44,6934.28155681504
45,4931.505873669116
46,7112.433028478535
47,6924.344175677047
48,11025.83833443525
49,6179.694138158736
50,8082.501715493561
51,7462.9493626744315
52,8669.217307350616
53,6730.01457627135
54,9357.237383870093
55,4736.345548420958
56,4933.622781818893
57,6313.431388164893
58,6554.251348848986
59,8321.71340298873
60,7001.93515609449
61,5591.292390533308
62,7455.588885329424
63,7077.479452634476
64,10554.064892694645
65,4008.5961788479926
66,12591.312552789499
67,4974.232344076584
68,6159.888982529172
69,7990.909559254778
70,4650.46343970984
71,6042.690531832326
72,6363.082697751207
73,7556.945478720501
74,5359.086535301662
75,5258.516036721724
76,8454.485813371592
77,7524.43823737797
78,7444.451366161217
79,5053.075844410611
80,7856.488972670887
81,10975.796699167919
82,6967.1371661654675
83,4651.860855869607
84,6215.147087008307
85,6293.681000456122
86,5467.789756747002
87,7473.756567320622
88,4054.6940107163105
89,7967.095357431674
90,6165.126677682599
91,6638.472895753657
92,7739.11865391643
93,5254.07873584016
94,5835.893475017073
95,4960.5295878206325
96,7533.32654010172
97,8430.601868525793
98,5176.326838440302
99,5429.695893231139
100,7330.606530778528
101,5788.553154378417
102,5169.911076809778
103,8168.871035465893
104,6717.565293693946
105,6887.924723446592
106,5849.230426179068
107,4603.4711882753445
108,6344.29265143739
109,7305.735339561971
110,7562.057619909003
111,8186.745703264421
112,7542.386118151425
113,5736.10667541448
114,8305.497968673348
115,5819.703524539825
116,6946.452855952139
117,8337.176212360831
118,6711.858447797708
119,9882.192607474792
120,7677.2906541314205
121,7470.722232951761
122,5374.966905929317
123,7704.172080527672
124,6968.130047002611
125,6802.932873110109
126,4087.228362752624
127,5891.628268228923
128,8047.490971021443
129,6025.411387543177
130,4110.950820119006
131,8559.321385893396
132,6874.306279510539
133,6536.430623906518
134,6124.081887909567
135,5509.924214769965
136,7406.910667994048
137,7366.8070542437
138,6169.707014568785
139,4971.503951155529
140,5173.915639500492
141,6648.4956777691095
142,3800.284951047689
143,6596.701155473223
144,4992.428437078484
145,8470.202824940643
146,7704.526123403636
147,6453.307420306205
148,12122.111693796825
149,5115.950675863863
150,4902.808904026883
151,10357.049313848398
152,6702.102555492852
153,7950.641355501102
154,7960.547008740027
155,5423.309173234271
156,6016.98538866343
157,5768.963578028388
158,8325.383074952948
159,11250.734703462398
160,5962.7182537657045
161,3236.305464852638
162,4529.894533385272
163,8390.322548300144
164,8777.446107861942
165,5669.268117271123
166,6865.544736590933
167,4759.416512321414
168,5727.0831458004295
169,3314.0681830666213
170,5019.317514479329
171,6311.134375745226
172,7743.238767278644
173,6381.085659304034
174,7426.383945057564
175,8091.817732743617
176,8629.055829526658
177,7987.898851349756
178,4655.928079643118
179,8831.435998010254
180,10573.713701883678
181,5400.793275846695
182,7634.440346180092
183,5243.631267763739
184,6545.107389579587
185,3878.33345099995
186,6787.808695780032
187,4971.633507297262
188,7850.035686165144
189,7342.327442746719
190,7591.311780506589
191,7501.409342639986
192,5171.850763561181
193,7902.55870568296
194,18281.1892974185
195,10136.12561132404
196,5693.4275840256505
197,2929.3831525925757
198,6195.045367458798
199,8341.89925918484
200,5962.226601061269
201,12293.299891692166
202,21096.405049860954
203,3776.918758003076
204,5637.480167002099
205,8669.148420744938
206,4979.066877597262
207,9130.23219518765
208,6130.376825032527
209,7850.296395089158
210,3762.0882151604324
211,6470.703870064419
212,5970.494276153195
213,7351.308098879148
214,8953.89140921248
215,6261.875572117603
216,5940.533524439477
217,7340.160171624706
218,5212.985216870445
219,4684.519212674508
220,7625.5098372145085
221,5336.691440098681
222,5627.932864174857
223,7459.072939847416
224,5692.982353510761
225,5652.60241314151
226,6535.968019287828
227,7149.831834989101
228,7941.601060042071
229,7927.911895501411
230,6879.98920690946
231,5659.200153984373
232,3284.96740888652
233,6299.296274369493
234,6784.890534315535
235,5633.374748240762
236,4836.420844869106
237,8663.106605446103
238,6434.59754143018
239,8692.003447763791
240,6287.338019979112
241,5243.408149849806
242,5473.653480479556
243,4702.830010692005
244,10182.160281384216
245,4885.737196591955
246,7811.501195268893
247,14637.658349434954
248,7359.828545950049
249,6716.150986196035
250,5162.464093786064
251,4687.052349287648
252,7722.066058784831
253,3823.239741643748
254,5581.169389621977
255,9855.661988164391
256,5291.270920674872
257,15234.138815172559
258,12823.096091111682
259,4212.535394621366
260,6069.320804048119
261,5347.103112250921
262,6753.552839843102
263,5819.30626458254
264,10953.866721236127
265,8062.539662925022
266,9172.849829933613
267,4575.37246542807
268,8031.404751964316
269,4915.288735834314
270,9458.003466676342
271,6363.337829289553
272,6360.681630410528
273,6619.693954870909
274,6811.865330525076
275,8012.936647232754
276,9092.437877629094
277,6118.143711694703
278,10033.676437277156
279,6643.577770120137
280,8970.00159154786
281,5416.969195927265
282,4963.544155625403
283,5449.417274375497
284,9991.95935420105
285,5872.243449152555
286,7831.128536319055
287,5821.381572422704
288,9193.098321008812
289,4386.128929464078
290,7776.0344285373185
291,7292.278885726255
292,3951.0218267076248
293,14060.836670520539
294,15003.539527140676
295,6786.109569348721
296,6786.302654568632
297,9228.90840838566
298,10586.458695643018
299,12010.64981875586
300,5641.648432810309
301,7623.415564609253
302,5830.6741153082
303,7654.790185979943
304,4160.9227486865075
305,6215.800058172641
306,5136.1834904245625
307,5906.5198646027375
308,7448.4635187801505
309,5379.619212509867
310,5022.841648263004
311,6985.862748583727
312,3542.6946151004026
313,4702.252459005796
314,5804.7697369456955
315,6522.8321864488
316,8591.402303347848
317,7744.698064650298
318,6966.257450507784
319,6302.21746976439
320,5418.183095651886
321,11309.750511493088
322,7461.323857788588
323,5720.958133995492
324,4545.210311615603
325,7193.8784228924915
326,4261.659023412653
327,7626.051938176312
328,3431.167141210026
329,5277.521649958966
330,7180.589047795919
331,6124.228580545572
332,4979.682855470362
333,8033.51814267096
334,9664.556874363972
335,12186.84059317122
336,5590.459790851301
337,9344.969184315069
338,3133.89262102633
339,5372.893819396692
340,6802.656978587665
341,4284.799824247878
342,7272.232405859005
343,5095.720857039271
344,5344.75636819103
345,8829.123254267883
346,9131.852362684345
347,9790.822497459356
348,5220.292999436204
349,4894.63056055579
350,10101.07967638033
351,8011.124075987256
352,6325.782627900226
353,4984.963139041808
354,7119.3746878138745
355,9743.33700856399
356,4356.792073698578
357,6226.192820089569
358,6824.05253376935
359,8019.498852128237
360,12529.505763835703
361,5964.130067119698
362,11873.180483301037
363,6902.075241693251
364,5183.389983609709
365,3706.4863750328477
366,6446.297267685174
367,6273.14121911459
368,4950.103392532569
369,7549.493791080526
370,4772.156951038894
371,4590.14045287786
372,7047.36208014775
373,3385.9289979039922
374,7579.804617068392
375,6897.104863155986
376,7113.632362470644
377,8547.253300892546
378,5375.382715439879
379,8062.824374554745
380,6450.749332652334
381,5719.099546987613
382,5502.565293353382
383,5036.381686464987
384,9164.95217344772
385,6976.5350775880315
386,5372.334680641918
387,7118.575478672235
388,8170.190553917829
389,7535.336331234495
390,5519.247292300316
391,8726.216178694047
392,5707.918262598299
393,6075.4117374604275
394,6283.722378702969
395,7753.990176907673
396,6327.113045534716
397,5509.835620868247
398,5655.207736832737
399,4758.296829808279
400,3870.3860269147585
401,5223.645148466818
402,8617.11351388498
403,7649.63774459835
404,10087.916420487058
405,11280.890874363982
406,7991.586902122363
407,6399.040770148622
408,4954.9055436734525
409,10714.488907184854
410,10931.707525647445
411,7373.381564138205
412,8580.950273980501
413,8345.4614409027
414,5895.775724702461
415,4131.949129827791
416,10172.451049082578
417,6462.172463353463
418,7420.494831737588
419,6225.916107329151
420,2880.712614083868
421,11748.723857846979
422,5704.7429179492665
423,4786.361300694846
424,4839.76887773415
425,6117.254950757543
426,7085.2478135220235
427,7413.106350118643
428,7886.813359563879
429,5101.296383929249
430,4394.638579285006
431,4082.8183375339527
432,3137.2097543622635
433,7114.304280726146
434,17399.67028355367
435,4901.25281024842
436,5950.820873710973
437,6641.223652217618
438,5765.471415058959
439,5313.301084446013
440,4270.205803579826
441,4221.788465531065
442,7497.8293336896995
443,7114.826501140501
444,4108.8929254498025
445,8647.48540977891
446,5818.217265306801
447,4585.079518190722
448,9541.131783152628
449,7507.026531374191
450,8373.198954532658
451,5447.008558243131
452,5665.1876137048475
453,4406.344556147248
454,5189.196010298724
455,13976.39248871907
456,9185.083238785153
457,6613.772801439863
458,4819.5808949319835
459,4712.494825708136
460,5958.690163377737
461,5222.311740763339
462,10320.397070411545
463,4951.712383303889
464,5595.259574110921
465,7184.7787352345895
466,4221.349509163198
467,6158.4588423077585
468,7188.670794848891
469,7034.6704772876155
470,7103.288330313197
471,4295.339995609431
472,5731.683210948214
473,6362.976229338744
474,8358.852635972304
475,8722.404182457682
476,6465.470708799218
477,4592.078403066189
478,7991.6985208220485
479,6011.089424010299
480,4662.529362269037
481,7193.572707539403
482,7310.943303503279
483,6670.161814884975
484,5856.77236738623
485,6562.060556369206
486,6367.428142796384
487,5864.99634203556
488,8047.804943172149
489,6508.950119279395
490,5978.544385263323
491,8937.84937496015
492,6148.974179852373
493,4801.952887957773
494,11505.271682295797
495,5999.357770695438
496,3385.627837158001
497,7758.345500767341
498,7570.206751123277
499,10160.702455984456
500,4904.933716206195
501,5939.58845242004
502,6048.068853662614
503,7693.567296575268
504,6014.068171249996
505,7997.160837602139
506,3164.5512636183935
507,5698.7277390757345
508,6050.814317082969
509,5150.096542181369
510,5805.468358301837
511,6557.075215231097
512,8441.195487644763
513,5552.897509989149
514,7555.0091414170665
515,7169.229851566703
516,8361.493751375665
517,4658.861978714351
518,6597.876581480105
519,6842.146347070025
520,7692.480852236517
521,7973.1423465322505
522,5089.79569620367
523,8895.741997577577
524,6818.220001257552
525,7718.1002838135555
526,4342.979761778071
527,3687.7136123526343
528,7577.790094425234
529,5869.812919659011
530,8633.21840895357
531,6299.762171575835
532,5938.884199118187
533,7755.74944472317
534,6439.777761275458
535,6053.460275495101
536,7953.386829175349
537,6492.73698123479
538,8812.327918273993
539,10933.085026004324
540,6565.926769914209
541,4281.097616316071
542,5550.447486183149
543,4054.608242032313
544,3573.7015571739234
545,8458.457675751883
546,5278.225484860074
547,8963.6327634968
548,4332.0887215192115
549,6578.261702882
550,6086.474852822794
551,9191.969773227052
552,4739.426803259794
553,5383.1758829376595
554,5682.060846812711
555,6792.178196158741
556,5239.882035121332
557,7269.99951498235
558,7787.065973097735
559,8844.453459102422
560,7124.793733959551
561,7696.387725344005
562,6203.564677823656
563,4672.489865411446
564,5162.217678115704
565,10721.388362088643
566,9485.586717254308
567,8142.751956813988
568,15255.564487998203
569,5991.145283861464
570,5130.855496332231
571,6096.148150185563
572,8120.858248279693
573,10136.565317520568
574,6727.990030516824
575,7776.772630036654
576,7782.355213440794
577,7728.456584863147
578,6164.5196504682
579,5645.682414866095
580,4949.187809529716
581,4863.8326659409395
582,3969.4118881173576
583,5400.5188239368445
584,8628.754771855078
585,16551.849187713746
586,6884.266342774828
587,5154.955562950934
588,7051.951708905006
589,4494.757515210835
590,6238.881334860336
591,4290.398177170639
592,9221.309171935865
593,6281.091341534248
594,6258.337147646989
595,12993.068412854991
596,11026.02534988242
597,5400.061169610433
598,6992.859816550004
599,3475.5341152848046
600,4806.249072912968
601,5663.648429034311
602,7818.693076136482
603,4725.209471945895
604,4364.712226309401
605,5541.158051589632
606,5370.5842588323
607,7038.993869611643
608,7042.322672792184
609,3444.653197478628
610,6972.762682428511
611,8419.131173839669
612,7377.697964462399
613,4966.730321163065
614,4821.851051913889
615,7723.342401409342
616,4786.778340191865
617,8850.9798150091
618,4457.440939367989
619,5351.082232658837
620,6669.566774072303
621,5415.586340205438
622,4487.937200327492
623,5394.679236111151
624,6495.829432705906
625,8374.027492283996
626,10307.610415426334
627,5594.711824272098
628,3868.827876907779
629,6109.607318252114
630,5603.420443367623
631,5006.162271326295
632,6535.488244646016
633,6269.353938116975
634,10797.690963032408
635,6887.382776436032
636,6401.268729768978
637,7853.01985738145
638,4822.799831166494
639,9046.512385787633
640,5152.304358997594
641,13929.134517914075
642,5778.503068303865
643,5192.774155888934
644,5742.056334138245
645,4200.301604599767
646,6575.871804582063
647,16852.098259436185
648,4644.395462114178
649,4541.93578156205
650,9983.404962325023
651,6969.625380715207
652,6970.928236072425
653,7825.082748692272
654,6257.058786667559
655,5412.671758253506
656,4344.938648912909
657,9448.516859404785
658,6009.426332351142
659,7017.913348823938
660,8160.614862218393
661,4875.640953938994
662,6555.757681611345
663,6308.252522304582
664,3623.5353201429634
665,8250.614976745268
666,8352.409649972198
667,4673.418341258676
668,7949.3225731591165
669,6357.98070045653
670,4810.7034865982305
671,8502.300991967584
672,6272.858508829172
673,8267.178175623287
674,4413.546914306458
675,4832.369223797485
676,6618.265323215088
677,3933.6323554586484
678,7813.024282037096
679,4178.202444655726
680,6239.8158129716985
681,4825.103678530752
682,6057.016156556784
683,6399.317299186367
684,7288.829512204981
685,6104.08635606267
686,8083.505083079632
687,5864.943774666144
688,6903.913620994505
689,6433.820705166036
690,8547.952212984685
691,9312.889106244742
692,7434.786944413216
693,3149.352490353916
694,6415.238653489483
695,7063.230629884326
696,4235.025085995636
697,10180.78413017122
698,4979.401127020004
699,7282.750779535522
700,9694.73917859697
701,7319.664035964323
702,4241.281921846527
703,12447.813988562011
704,9731.618457903121
705,5787.348242604807
706,8299.523057061608
707,9912.236505379862
708,6002.943371205361
709,5340.213741551525
710,6874.2582106822465
711,5697.047530694719
712,6139.979599217046
713,7400.546366147771
714,5046.20951722009
715,7142.3527670569565
716,7504.285936804567
717,6616.22165470238
718,7497.529782367894
719,5987.028780859012
720,7305.288202486856
721,4741.712912702899
722,7814.627993591677
723,6954.033920019199
724,6039.343127953768
725,6406.790632822784
726,6494.847122280397
727,8978.162320249048
728,5730.804634926771
729,5495.969818531874
730,6229.422250464139
731,7351.235851092777
732,7884.762873684914
733,4464.138176641318
734,4214.531113402224
735,7391.193627585231
736,8919.971113585163
737,5913.218883762726
738,8373.386487714597
739,5966.760953085996
740,6626.256505443113
741,4863.2929966598385
742,3474.990038086066
743,6316.627230283111
744,6678.291117259327
745,6796.739400272433
746,9057.448738677052
747,7807.547587593359
748,4890.962792363616
749,8893.075522206418
750,3667.423023822453
751,3108.459230604219
752,7297.070015761227
753,12175.561667979553
754,8238.615015916344
755,7545.127643398505
756,4924.001205619476
757,6503.04825689846
758,8777.047006800618
759,6475.6330800355545
760,8239.919609981987
761,5397.587252516332
762,4772.605116016312
763,5516.906005822235
764,5996.597791077846
765,5855.48994315735
766,5224.121342323489
767,4486.873060231139
768,4230.121795541215
769,7220.657028406182
770,6854.6773988855775
771,5146.800817226058
772,6606.29379300558
773,7153.438784135951
774,5422.839485728159
775,5497.832384985976
776,8054.811944311899
777,7178.839595758337
778,6129.267377581019
779,3849.153004199699
780,12124.12045720198
781,6360.815778175069
782,5815.77563008866
783,8121.558950485016
784,6855.722181319166
785,7400.135730441088
786,5993.183708527836
787,6996.148996594189
788,9975.62415635304
789,12647.205410307788
790,5119.905391043024
791,4995.891521079744
792,5087.10741584618
793,6461.814065586114
794,5459.435144967494
795,7713.973867262275
796,8964.589021297188
797,6088.135154390635
798,4225.907747402008
799,6333.465187504652
800,9277.972655085376
801,5229.419469209413
802,7374.955071915456
803,3969.228763671492
804,6978.05686859989
805,7180.0465524341025
806,7407.802865091221
807,8585.57542950049
808,6512.493287793011
809,4327.429595247484
810,6424.349859432085
811,7508.058112195341
812,8558.899892993999
813,7607.315893135183
814,8090.318340316553
815,5791.119974985089
816,4485.443496873003
817,9661.890956337129
818,4598.487008729135
819,10391.896415801019
820,5870.998507722183
821,4213.231395653605
822,7133.591070494636
823,6384.574369533316
824,7406.219784404085
825,9270.311661890084
826,4129.085952383346
827,4728.143076286346
828,7445.080461107563
829,8344.64403795511
830,9669.667594917168
831,4377.060358119323
832,5742.501342678346
833,5385.02033066567
834,6528.875461088042
835,6016.722677090718
836,9255.85674262946
837,8290.166814447512
838,10770.130030715427
839,4241.384415923942
840,5997.2104609856315
841,10164.719207321004
842,8219.09315760436
843,5119.070408142697
844,10344.793417264762
845,6659.500848123853
846,4856.382944450119
847,4951.258762471977
848,4657.732750032833
849,5416.31337392707
850,6091.70145521575
851,5083.684663298122
852,5103.372547082916
853,9375.354312297532
854,6822.815816383053
855,20471.716987720134
856,6519.065342317069
857,4250.873046150312
858,7036.484259394684
859,9257.247039796002
860,6676.176884462413
861,7701.767513497272
862,5895.3141147023025
863,7316.3309209498775
864,7498.4009712927755
865,5030.393580544877
866,5833.874917283812
867,6759.651327752819
868,8579.376283221649
869,7430.620344614924
870,8906.788542383709
871,5872.678433089064
872,4938.509374706007
873,5523.211887844649
874,9888.033635416046
875,11027.581135793895
876,10573.32158623756
877,8655.56514000227
878,4376.224225038858
879,5998.259205794103
